"","city","city_eng","province","year","cityid","abv_prov","resid_price","resid_area","housing_price","CPI","nmzrk","each_salary","houseinvest_re","ind_area"
"393","固原市","Guyuan","宁夏回族自治区",2009,6404,0,386.545,11.2464,1788,232.861663818359,44.06,29306.8,78,9.1734
"394","固原市","Guyuan","宁夏回族自治区",2010,6404,0,505.6071,232.9023,2188.09980806,252.887771606445,44.75,33468.4,72678,105.2243
"395","固原市","Guyuan","宁夏回族自治区",2011,6404,0,385.1361,212.3039,2647.250854,295.073974609375,45.9,41389.9,133450,51.5615
"396","固原市","Guyuan","宁夏回族自治区",2012,6404,0,660.2449,25.98715,2815.4753189,322.220794677734,46.1,45653.4,119137,19.37473
"397","大同市","Datong","山西省",2007,1402,1,181.0215,50.0726,2040,213.477111816406,151.41,22449.7,201312,131.4681
"398","大同市","Datong","山西省",2008,1402,1,136.5267,89.60789,2129,223.083587646484,153.37,25383,153824,52.1507
"399","大同市","Datong","山西省",2009,1402,1,2013.247,86.0387,2760,235.576278686523,154.69,28172,746157,271.8691
"400","大同市","Datong","山西省",2010,1402,1,1235.534,157.2511,2747.95640327,256.306976318359,155.91,34431.2,696990,100.2139
"401","大同市","Datong","山西省",2011,1402,1,1097.619,287.9718,3206.280635,295.711090087891,156.6,43869.9,1e+06,492.3384
"402","大同市","Datong","山西省",2012,1402,1,1474.377,405.1189,3881.44144543,332.970703125,156.8,48210.1,1200000,185.418
"403","大庆市","Daqing","黑龙江省",2007,2306,0,723.3542,387.1675,2549,187.113616943359,128.19,29680.7,505642,157.1777
"404","大庆市","Daqing","黑龙江省",2008,2306,0,0.7266594,215.5144,2938,210.502807617188,130.74,34151.9,672003,306.2853
"405","大庆市","Daqing","黑龙江省",2009,2306,0,1.101428,134.2772,3425,233.868621826172,132.53,41372.8,761379,145.118
"406","大庆市","Daqing","黑龙江省",2010,2306,0,0.7813459,519.7242,3749.73526297,268.481170654297,133.4,45688.4,846880,201.4455
"407","大庆市","Daqing","黑龙江省",2011,2306,0,0.9261392,841.6924,4150.808925,313.021148681641,134.9,49539.3,1300000,1232.558
"408","大庆市","Daqing","黑龙江省",2012,2306,0,0.8368742,494.5375,4225.71710276,331.176391601562,134.9,56391.3,1800000,478.7427
"409","大连市","Dalian","辽宁省",2007,2102,1,1444.776,1309.791,5417.2821162,170.894424438477,293.43,28270.5,3200000,1313.713
"410","大连市","Dalian","辽宁省",2008,2102,1,1755.292,1263.506,5617,203.706146240234,298.31,34304.4,4e+06,1671.125
"411","大连市","Dalian","辽宁省",2009,2102,1,1568.812,1426.927,6175,228.354598999023,302.01,38765.4,4800000,3615.786
"412","大连市","Dalian","辽宁省",2010,2102,1,3174.489,3601.294,6759.11955268,258.497406005859,304.26,44615,5800000,3551.497
"413","大连市","Dalian","辽宁省",2011,2102,1,2763.514,3085.979,7928.980181,310.507354736328,297.1,49727.9,8700000,3744.134
"414","大连市","Dalian","辽宁省",2012,2102,1,2841.247,637.9324,7583.96652044,342.800079345703,299.2,54821.1,1.1e+07,370.8953
"415","天水市","Tianshui","甘肃省",2007,6205,0,475.3779,36.9063,2156,185.605056762695,124.41,15615.9,108143,49.6551
"416","天水市","Tianshui","甘肃省",2008,6205,0,563.8757,51.3514,2051,197.298187255859,125.23,17210.5,117388,39.8213
"417","天水市","Tianshui","甘肃省",2009,6205,0,959.5032,30.5985,2331,211.306350708008,126.06,21993.4,119588,50.0054
"418","天水市","Tianshui","甘肃省",2010,6205,0,1083.531,83.6962,2241.7721519,231.169158935547,129.77,23928.2,204092,146.9789
"419","天水市","Tianshui","甘肃省",2011,6205,0,2435.964,83.5854,3974.344858,277.83203125,131,28324.2,253055,235.8134
"420","天水市","Tianshui","甘肃省",2012,6205,0,1828.903,49.68562,3160.80952161,310.6162109375,132.4,34728.4,309352,29.7852
"421","天津市","Tianjin","",2007,1200,1,1587.25,3291.559,5575.71537173,185.571563720703,786.35,34938.2,3400000,3392.964
"422","天津市","Tianjin","",2008,1200,1,1335.833,3294.69,5598,206.541137695312,793.85,41394.4,4600000,3099.701
"423","天津市","Tianjin","",2009,1200,1,1691.98,3291.577,6605,217.900894165039,802.9,45075.5,4900000,22980
"424","天津市","Tianjin","",2010,1200,1,2515.456,3040.065,7912.68667751,248.18913269043,807.02,52963.7,5700000,3542.927
"425","天津市","Tianjin","",2011,1200,1,3199.138,1897.544,8547.624313,286.732635498047,816.3,55636.3,6900000,5145.583
"426","天津市","Tianjin","",2012,1200,1,3579.708,670.0399,8009.59772396,312.825317382812,812.5,65398.4,8400000,2871.891
"427","太原市","Taiyuan","山西省",2007,1401,1,330.6219,45.9269,3560.53712964,213.477111816406,276.79,24688,587826,29.5052
"428","太原市","Taiyuan","山西省",2008,1401,1,481.3107,173.1432,3743,223.083587646484,281.29,29588.6,738859,88.8091
"429","太原市","Taiyuan","山西省",2009,1401,1,1520.727,310.9651,4499,235.576278686523,285.16,33140.3,1200000,175.4097
"430","太原市","Taiyuan","山西省",2010,1401,1,1538.039,329.9024,7087.89808917,256.306976318359,285.01,38838.9,1900000,329.6515
"431","太原市","Taiyuan","山西省",2011,1401,1,1603.437,461.1535,6517.466242,295.711090087891,283.7,44868.3,2500000,507.9047
"432","太原市","Taiyuan","山西省",2012,1401,1,1965.376,86.54018,6392.97186769,332.970703125,284.1,48904.7,2600000,356.1787
"433","威海市","Weihai","山东省",2007,3710,0,465.8055,1111.433,2834,211.793212890625,63.19,21123,843799,1046.515
"434","威海市","Weihai","山东省",2008,3710,0,6.713754,1832.691,2948,239.961700439453,63.94,24122.3,1300000,735.4198
"435","威海市","Weihai","山东省",2009,3710,0,9.824975,963.8885,3422,265.877563476562,64.54,27370.6,1900000,909.0467
"436","威海市","Weihai","山东省",2010,3710,0,7.9471,2311.939,3753.1218602,293.52880859375,64.85,31913,2400000,1300.808
"437","威海市","Weihai","山东省",2011,3710,0,11.36161,1877.085,3971.131159,341.561614990234,65.2,35375.6,3100000,1033.849
"438","威海市","Weihai","山东省",2012,3710,0,9.051777,991.4172,4845.55405608,377.083984375,65.6,38800.3,3e+06,808.1647
"439","娄底市","Loudi","湖南省",2007,4313,0,198.5879,86.4134,1176,171.218200683594,43.68,27074.9,74611,220.3252
"440","娄底市","Loudi","湖南省",2008,4313,0,327.9543,52.8812,1465,185.086868286133,44.55,19394.7,73266,169.6055
"441","娄底市","Loudi","湖南省",2009,4313,0,327.6544,165.3646,1669,201.559616088867,44.87,18777.9,190384,272.7151
"442","娄底市","Loudi","湖南省",2010,4313,0,650.3204,256.7406,1764.66916355,219.90153503418,46.77,18603.9,193651,270.3344
"443","娄底市","Loudi","湖南省",2011,4313,0,656.714,328.0246,2002.692318,258.598052978516,47,31067.7,347337,713.5885
"444","娄底市","Loudi","湖南省",2012,4313,0,488.4715,210.2805,2368.05017851,282.389068603516,47.3,34914.2,544426,64.20261
"445","孝感市","Xiaogan","湖北省",2007,4209,0,1142.256,127.5873,1352,204.512786865234,93.42,14437.2,147331,583.2068
"446","孝感市","Xiaogan","湖北省",2008,4209,0,470.455,163.3239,1625,219.442230224609,93.86,16280,182246,194.4003
"447","孝感市","Xiaogan","湖北省",2009,4209,0,912.3418,267.8692,2154,231.51155090332,96.82,16490.9,288426,359.1596
"448","孝感市","Xiaogan","湖北省",2010,4209,0,979.4797,263.6218,1985.27607362,257.903869628906,95.57,21470.3,436570,798.8513
"449","孝感市","Xiaogan","湖北省",2011,4209,0,1104.804,381.6064,2594.412656,312.354339599609,95.6,25523.2,461783,1461.264
"450","孝感市","Xiaogan","湖北省",2012,4209,0,738.938,314.7006,1816.89666779,342.652709960938,95.7,28179.8,571542,1244.292
"451","宁德市","Ningde","福建省",2007,3509,0,2769.87,40.1721,2756,172.910430908203,43.17,18615.2,247220,182.5664
"452","宁德市","Ningde","福建省",2008,3509,0,1426.39,25.2297,3281,191.238922119141,43.79,23307.9,230905,108.6355
"453","宁德市","Ningde","福建省",2009,3509,0,3205.363,80.9806,3694,212.466461181641,43.26,27127.5,239226,273.2981
"454","宁德市","Ningde","福建省",2010,3509,0,4921.671,104.3634,4830.27888446,229.676239013672,44.46,31296.9,373144,582.4393
"455","宁德市","Ningde","福建省",2011,3509,0,3181.387,151.8105,6008.077544,260.525207519531,45.2,38311.1,666907,370.73
"456","宁德市","Ningde","福建省",2012,3509,0,4227.465,54.9861,6904.41176471,278.761962890625,46,43504.3,933057,307.8935
"457","宁波市","Ningbo","浙江省",2007,3302,1,3067.908,277.8596,6097.16640294,214.42951965332,218.19,32924.5,2100000,350.0995
"458","宁波市","Ningbo","浙江省",2008,3302,1,2951.746,223.9265,6843,227.509735107422,220.12,35834.5,1900000,141.9073
"459","宁波市","Ningbo","浙江省",2009,3302,1,4485.285,991.8515,9068,254.810882568359,221.83,39137.6,2400000,1092.531
"460","宁波市","Ningbo","浙江省",2010,3302,1,2498.753,2162.99,11669.34511852,275.195770263672,223.35,43476.2,3200000,1423.44
"461","宁波市","Ningbo","浙江省",2011,3302,1,2265.802,1866.676,11284.0356,321.462219238281,224.7,49756.4,4200000,3039.699
"462","宁波市","Ningbo","浙江省",2012,3302,1,4518.958,307.7488,11386.29169392,340.749969482422,226.1,56255.5,5200000,922.5925
"463","安庆市","Anqing","安徽省",2007,3408,0,749.2659,270.8687,1699,192.233245849609,74.1,19190.1,332691,763.9818
"464","安庆市","Anqing","安徽省",2008,3408,0,919.1071,240.4794,1739,213.186676025391,74.26,22108.9,503703,843.5245
"465","安庆市","Anqing","安徽省",2009,3408,0,1321.959,162.0909,2329,235.144897460938,73.96,24024.3,474853,163.0381
"466","安庆市","Anqing","安徽省",2010,3408,0,1380.559,459.4986,2817.63527054,269.269134521484,73.65,27985.9,693256,602.1206
"467","安庆市","Anqing","安徽省",2011,3408,0,1940.641,305.5946,3233,328.705169677734,73.5,33093.3,696035,733.1801
"468","安庆市","Anqing","安徽省",2012,3408,0,1359.555,181.3181,3674.43183282,350.399719238281,73.3,38195.8,670484,335.791
"469","安康市","Ankang","陕西省",2007,6109,0,328.3169,98.5863,1462,178.527297973633,97.92,18581.5,43130,22.0615
"470","安康市","Ankang","陕西省",2008,6109,0,473.2763,72.9595,1718,196.20149230957,98.88,23135.6,70078,49.7757
"471","安康市","Ankang","陕西省",2009,6109,0,4819.261,31.9313,1754,215.233032226562,99.89,27445.6,106941,40.0052
"472","安康市","Ankang","陕西省",2010,6109,0,310.561,94.78,2572.76119403,240.415313720703,100.86,32913.9,139156,16.2353
"473","安康市","Ankang","陕西省",2011,6109,0,739.7754,88.3454,3178.540414,285.242401123047,101.3,37813.1,199696,58.1798
"474","安康市","Ankang","陕西省",2012,6109,0,1097.085,47.11136,3097.118846,325.461608886719,101.9,41845.4,310158,79.80405
"475","安阳市","Anyang","河南省",2007,4105,0,409.8659,107.3095,1519,184.211807250977,105.83,18534.9,249444,217.5969
"476","安阳市","Anyang","河南省",2008,4105,0,334.2249,244.6627,1689,210.554092407227,106.75,21495.4,444537,252.7127
"477","安阳市","Anyang","河南省",2009,4105,0,237.3988,770.7513,1887,238.136672973633,107.53,24092.7,624608,258.2135
"478","安阳市","Anyang","河南省",2010,4105,0,1239.632,529.001,2112.2132672,271.713958740234,108.78,26775.3,849065,634.0644
"479","安阳市","Anyang","河南省",2011,4105,0,806.6457,755.7411,2661.59601,317.995819091797,111.1,29495.7,1e+06,1116.898
"480","安阳市","Anyang","河南省",2012,4105,0,823.627,196.9448,2680.35040604,351.067352294922,110.8,33921.7,1100000,405.2446
"481","安顺市","Anshun","贵州省",2007,5204,0,338.3922,72.6558,1334,157.825469970703,83.11,20139.1,50190,25.6587
"482","安顺市","Anshun","贵州省",2008,5204,0,425.5897,83.9146,1655,163.349349975586,84.34,23289.4,45241,22.3359
"483","安顺市","Anshun","贵州省",2009,5204,0,863.1705,54.4666,1803,182.134536743164,84.7,26271.4,105876,11.066
"484","安顺市","Anshun","贵州省",2010,5204,0,1191.634,69.4471,2054.7752809,207.086975097656,86.78,29031.6,157224,127.0961
"485","安顺市","Anshun","贵州省",2011,5204,0,1324.564,108.0307,2617.886179,246.060516357422,87.5,35037.5,234875,183.9241
"486","安顺市","Anshun","贵州省",2012,5204,0,923.0019,71.71212,2812.98701299,268.698089599609,87.7,39066.4,392744,170.31
"487","定西市","Dingxi","甘肃省",2007,6211,0,322.2194,137.2486,1416,185.605056762695,46.5,17976.2,38734,26.5174
"488","定西市","Dingxi","甘肃省",2008,6211,0,539.72,144.5093,1397,197.298187255859,46.57,20887.5,71084,45.0537
"489","定西市","Dingxi","甘肃省",2009,6211,0,388.4566,75.7195,1911,211.306350708008,46.73,22887.6,75493,97.8
"490","定西市","Dingxi","甘肃省",2010,6211,0,604.548,174.9382,2070.1754386,231.169158935547,46.65,27754.8,79478,170.1132
"491","定西市","Dingxi","甘肃省",2011,6211,0,749.5676,110.5733,2501.420806,277.83203125,47,32711.5,106733,248.1371
"492","定西市","Dingxi","甘肃省",2012,6211,0,263.7058,32.22515,2744.01849648,310.6162109375,46.6,36835.6,199157,260.6235
"493","宜宾市","Yibin","四川省",2007,5115,0,639.1382,122.2291,1638,171.386596679688,79.11,18589.4,281943,345.6441
"494","宜宾市","Yibin","四川省",2008,5115,0,629.089,110.3573,1943,183.726440429688,79.62,22574.3,302108,182.6228
"495","宜宾市","Yibin","四川省",2009,5115,0,613.11,196.5347,2370,205.957336425781,80.03,25178.5,308432,354.3832
"496","宜宾市","Yibin","四川省",2010,5115,0,1535.463,259.9198,2857.02479339,234.173492431641,80.89,25384.6,349228,293.5701
"497","宜宾市","Yibin","四川省",2011,5115,0,2334.368,267.0403,3279.711784,283.411041259766,124.2,34411.3,715359,668.7091
"498","宜宾市","Yibin","四川省",2012,5115,0,1723.943,120.8552,3712.47218473,317.987213134766,125.2,40372.6,696581,411.263
"499","宜昌市","Yichang","湖北省",2007,4205,0,457.9768,190.2868,2529,204.512786865234,123.97,18186.8,313389,524.5604
"500","宜昌市","Yichang","湖北省",2008,4205,0,436.5574,204.2543,2899,219.442230224609,124.42,19744.2,476095,384.2857
"501","宜昌市","Yichang","湖北省",2009,4205,0,800.9448,147.5278,3002,231.51155090332,124.79,19332,517753,878.3913
"502","宜昌市","Yichang","湖北省",2010,4205,0,1456.718,365.2731,3380.1843318,257.903869628906,124.41,22670.8,765684,1974.505
"503","宜昌市","Yichang","湖北省",2011,4205,0,1481.96,243.7621,3816.199858,312.354339599609,124.6,25977.8,1300000,2022.916
"504","宜昌市","Yichang","湖北省",2012,4205,0,1895.995,126.8465,4054.84330484,342.652709960938,125.3,28696.7,1200000,569.5458
"505","宜春市","Yichun","江西省",2007,3609,0,584.5573,259.0767,1440,190.849014282227,102.14,15988.4,242661,1038.934
"506","宜春市","Yichun","江西省",2008,3609,0,517.5217,242.6572,2845.53538572304,219.094665527344,103.23,19081.5,316881,597.6319
"507","宜春市","Yichun","江西省",2009,3609,0,445.5315,519.4954,1887,246.043319702148,104.22,23949.2,366438,8174.055
"508","宜春市","Yichun","江西省",2010,3609,0,856.1218,621.7653,2296.46697389,275.322448730469,105.05,23843.3,410342,1967.868
"509","宜春市","Yichun","江西省",2011,3609,0,1041.031,805.1572,3209.279648,328.166778564453,107.7,27293,594664,3287.417
"510","宜春市","Yichun","江西省",2012,3609,0,1699.846,255.2164,3595.09601596,362.624267578125,108.1,32740.6,652149,1362.533
"511","宝鸡市","Baoji","陕西省",2007,6103,0,380.0244,78.1868,1447,178.527297973633,86.91,19520.4,337732,22.9738
"512","宝鸡市","Baoji","陕西省",2008,6103,0,629.3986,118.8526,1566,196.20149230957,139.15,22952.5,507899,10.6974
"513","宝鸡市","Baoji","陕西省",2009,6103,0,616.5052,131.4597,2553,215.233032226562,141.37,26536.9,500022,466.5888
"514","宝鸡市","Baoji","陕西省",2010,6103,0,769.2576,146.7954,2711.32953958,240.415313720703,142.8,31852.1,526834,418.1784
"515","宝鸡市","Baoji","陕西省",2011,6103,0,1226.161,138.3695,3164.011686,285.242401123047,143.3,35833.6,573128,523.3054
"516","宝鸡市","Baoji","陕西省",2012,6103,0,591.5667,130.8299,3091.51863998,325.461608886719,143.4,39905.8,634643,151.4377
"517","宣城市","Xuancheng","安徽省",2007,3418,0,942.1891,256.4245,1828,192.233245849609,84.62,21548.9,283421,325.1961
"518","宣城市","Xuancheng","安徽省",2008,3418,0,504.5284,530.6163,2404,213.186676025391,85.14,26795.9,358102,299.3262
"519","宣城市","Xuancheng","安徽省",2009,3418,0,820.9473,220.6736,2552,235.144897460938,85.76,29170.5,536276,494.2606
"520","宣城市","Xuancheng","安徽省",2010,3418,0,1830.726,313.6601,2985.04672897,269.269134521484,86.14,33487.1,588310,711.8409
"521","宣城市","Xuancheng","安徽省",2011,3418,0,1374.044,293.7853,3726,328.705169677734,86.6,39394.8,1200000,1148.569
"522","宣城市","Xuancheng","安徽省",2012,3418,0,1094.151,81.9142,3915.49828133,350.399719238281,86.6,46408.3,941984,700.1472
"523","宿州市","Suzhou","安徽省",2007,3413,0,586.0153,271.4815,1933,192.233245849609,178.49,18299.6,159014,115.3296
"524","宿州市","Suzhou","安徽省",2008,3413,0,424.4989,496.3205,1980,213.186676025391,180.64,22403.5,270298,99.3862
"525","宿州市","Suzhou","安徽省",2009,3413,0,585.9589,235.5595,2239,235.144897460938,183.9,24684.3,320607,169.894
"526","宿州市","Suzhou","安徽省",2010,3413,0,1076.969,316.8688,2688.34355828,269.269134521484,185.86,28682.1,438187,462.871
"527","宿州市","Suzhou","安徽省",2011,3413,0,1345.311,351.7683,3423,328.705169677734,187.9,34368.1,526994,498.9457
"528","宿州市","Suzhou","安徽省",2012,3413,0,1220.627,306.9164,3500.85061493,350.399719238281,188.1,38334.4,718466,400.7608
"529","宿迁市","Suqian","江苏省",2007,3213,0,114.789,196.4595,1518,223.548553466797,156.73,16850.5,557155,31.7981
"530","宿迁市","Suqian","江苏省",2008,3213,0,110.5562,136.0739,1729,245.456314086914,158,19987.3,676784,6.3423
"531","宿迁市","Suqian","江苏省",2009,3213,0,796.5831,206.2478,2045,277.365631103516,159.52,23811.9,895086,293.3743
"532","宿迁市","Suqian","江苏省",2010,3213,0,1090.835,919.3716,2470.81941442,308.985290527344,159.77,27612.8,1100000,1589.023
"533","宿迁市","Suqian","江苏省",2011,3213,0,1546.466,908.7164,3276.665472,380.010223388672,162.7,31995.6,1400000,1121.596
"534","宿迁市","Suqian","江苏省",2012,3213,0,1564.551,346.1141,3406.78345421,433.9716796875,164.4,35902,1600000,1226.906
"535","岳阳市","Yueyang","湖南省",2007,4306,0,320.869,202.4107,1299,171.218200683594,79.59,18572.2,220713,463.1024
"536","岳阳市","Yueyang","湖南省",2008,4306,0,325.8238,228.0849,1604,185.086868286133,81.3,20279.3,252654,183.3817
"537","岳阳市","Yueyang","湖南省",2009,4306,0,468.4858,141.3849,1669,201.559616088867,87.51,21800.9,418129,305.7973
"538","岳阳市","Yueyang","湖南省",2010,4306,0,763.0054,247.7009,2199.81105338,219.90153503418,109.64,25586.3,585955,466.3987
"539","岳阳市","Yueyang","湖南省",2011,4306,0,1268.267,181.4882,2596.121857,258.598052978516,112.8,30928.7,839237,718.9992
"540","岳阳市","Yueyang","湖南省",2012,4306,0,1181.364,102.7579,3068.29023061,282.389068603516,111.3,30995.7,813402,300.4697
"541","崇左市","Chongzuo","广西壮族自治区",2007,4514,0,454.6702,40.704,1515,186.2109375,34.53,17496.3,75441,58.4552
"542","崇左市","Chongzuo","广西壮族自治区",2008,4514,0,430.4158,37.9061,1751,210.045928955078,35.01,20585,113129,46.5155
"543","崇左市","Chongzuo","广西壮族自治区",2009,4514,0,337.013,272.5003,1819,242.603042602539,35.8,22440,151879,234.7043
"544","崇左市","Chongzuo","广西壮族自治区",2010,4514,0,418.0119,156.5491,2192.26750261,267.10595703125,36.32,24182.1,219881,52.0499
"545","崇左市","Chongzuo","广西壮族自治区",2011,4514,0,430.0254,232.307,2362.129145,309.612396240234,36.6,27599,258657,168.4372
"546","崇左市","Chongzuo","广西壮族自治区",2012,4514,0,554.259,17.96273,2265.4987669,341.502471923828,36.1,29967.1,255518,83.73326
"547","巴中市","Bazhong","四川省",2007,5119,0,884.3601,36.8642,1056,171.386596679688,133.29,14645.8,120026,7.0467
"548","巴中市","Bazhong","四川省",2008,5119,0,404.939,4.2501,1317,183.726440429688,142.3,17210.9,155125,16.8734
"549","巴中市","Bazhong","四川省",2009,5119,0,429.5243,7.3108,1714,205.957336425781,143.25,21969.8,200257,1.7239
"550","巴中市","Bazhong","四川省",2010,5119,0,801.7731,106.3523,2164.87804878,234.173492431641,137.74,24701.9,239018,16.9315
"551","巴中市","Bazhong","四川省",2011,5119,0,1696.501,85.839,2904.536966,283.411041259766,138.3,28785.9,298300,43.6608
"552","巴中市","Bazhong","四川省",2012,5119,0,931.2599,312.8948,2977.76464505,317.987213134766,138.6,34264.2,386858,20.52971
"553","巴彦淖尔市","Bayannaoer","内蒙古自治区",2007,1508,0,178.9744,165.4791,1777,215.311431884766,55.05,16505.9,149168,241.6953
"554","巴彦淖尔市","Bayannaoer","内蒙古自治区",2008,1508,0,365.0019,195.6343,1676,238.34977722168,55.77,20366.5,278200,365.177
"555","巴彦淖尔市","Bayannaoer","内蒙古自治区",2009,1508,0,307.4708,332.8597,2062,274.102233886719,53.6,25883.9,453641,760.3052
"556","巴彦淖尔市","Bayannaoer","内蒙古自治区",2010,1508,0,333.2002,423.1894,2238.58173077,304.527557373047,56.43,30324.5,477431,823.6454
"557","巴彦淖尔市","Bayannaoer","内蒙古自治区",2011,1508,0,368.0561,453.5461,2451.736497,369.718994140625,56.5,35260.6,509959,826.9464
"558","巴彦淖尔市","Bayannaoer","内蒙古自治区",2012,1508,0,1223.435,164.8196,2967.04281797,412.976135253906,56.2,41539,428870,377.8643
"559","常州市","Changzhou","江苏省",2007,3204,0,548.5457,224.8321,3765,223.548553466797,224.72,30412.8,1600000,144.0169
"560","常州市","Changzhou","江苏省",2008,3204,0,1775.974,233.9577,4111,245.456314086914,225.87,34836.2,2100000,118.8787
"561","常州市","Changzhou","江苏省",2009,3204,0,2536.471,564.4021,4448,277.365631103516,226.67,39221.8,2e+06,408.038
"562","常州市","Changzhou","江苏省",2010,3204,0,3239.679,1133.741,5734.87291962,308.985290527344,227.75,44211.4,2800000,1637.535
"563","常州市","Changzhou","江苏省",2011,3204,0,4084.644,937.1182,6853.180652,380.010223388672,229,49754.9,4e+06,1669.691
"564","常州市","Changzhou","江苏省",2012,3204,0,4214.119,407.6045,6516.07605031,433.9716796875,230.5,55761.2,4200000,1093.284
"565","常德市","Changde","湖南省",2007,4307,0,364.4807,245.6801,1549,171.218200683594,140.54,19656.7,289313,360.6266
"566","常德市","Changde","湖南省",2008,4307,0,780.9109,204.0106,1711,185.086868286133,140.22,23042.7,307465,338.1815
"567","常德市","Changde","湖南省",2009,4307,0,655.012,191.6602,1852,201.559616088867,140.56,25052.3,390461,426.2684
"568","常德市","Changde","湖南省",2010,4307,0,776.2225,246.4564,2099.92962702,219.90153503418,141.18,28187.1,492096,508.8089
"569","常德市","Changde","湖南省",2011,4307,0,1696.487,278.2174,2745.894274,258.598052978516,142.7,30829.4,652305,512.8831
"570","常德市","Changde","湖南省",2012,4307,0,1111.234,112.4688,3149.42177955,282.389068603516,140.1,34048.9,729227,325.9714
"571","平凉市","Pingliang","甘肃省",2007,6208,0,373.1903,90.1203,1150,185.605056762695,49.3,21710.7,63095,147.3805
"572","平凉市","Pingliang","甘肃省",2008,6208,0,490.2191,96.9685,1068,197.298187255859,49.63,25864.1,85892,82.4342
"573","平凉市","Pingliang","甘肃省",2009,6208,0,1089.093,37.5185,1592,211.306350708008,49.99,28247.8,113800,213.0189
"574","平凉市","Pingliang","甘肃省",2010,6208,0,756.9236,105.4311,1395.16129032,231.169158935547,50.94,31304.3,131292,13.7465
"575","平凉市","Pingliang","甘肃省",2011,6208,0,1503.227,87.1063,3345.335378,277.83203125,53.6,36852.2,135010,194.4354
"576","平凉市","Pingliang","甘肃省",2012,6208,0,1349.953,8.29836,3127.1695769,310.6162109375,53.9,43424.4,224611,96.9191
"577","平顶山市","Pingdingshan","河南省",2007,4104,0,479.0168,123.0939,1446,184.211807250977,99.26,20095.7,169326,122.8939
"578","平顶山市","Pingdingshan","河南省",2008,4104,0,432.7043,187.9519,1702,210.554092407227,100.71,25003.4,145450,239.5333
"579","平顶山市","Pingdingshan","河南省",2009,4104,0,745.371,144.3496,1860,238.136672973633,101.86,28435.1,274729,258.4989
"580","平顶山市","Pingdingshan","河南省",2010,4104,0,909.8008,410.765,2268.9822294,271.713958740234,103.31,31936,386269,766.7198
"581","平顶山市","Pingdingshan","河南省",2011,4104,0,1116.448,253.0561,2786.490683,317.995819091797,104.7,36740.7,601438,707.5915
"582","平顶山市","Pingdingshan","河南省",2012,4104,0,1179.683,172.8694,3126.66616744,351.067352294922,104,40896.7,826104,279.7623
"583","广元市","Guangyuan","四川省",2007,5108,0,634.8585,62.5992,1553,171.386596679688,91.83,16999.5,49495,74.6211
"584","广元市","Guangyuan","四川省",2008,5108,0,520.1201,28.0407,1961,183.726440429688,92.6,22768.2,63803,103.9543
"585","广元市","Guangyuan","四川省",2009,5108,0,572.9653,228.4277,2253,205.957336425781,93.24,24556.9,80259,222.2077
"586","广元市","Guangyuan","四川省",2010,5108,0,1266.648,132.3545,3175.88652482,234.173492431641,92.28,29272.7,139848,224.4184
"587","广元市","Guangyuan","四川省",2011,5108,0,1158.588,166.1967,3946.251768,283.411041259766,92.8,35984.8,253242,255.1059
"588","广元市","Guangyuan","四川省",2012,5108,0,1293.454,74.62519,3646.23517645,317.987213134766,93.6,40151.9,219180,248.838
"589","广安市","Guang'an","四川省",2007,5116,0,712.2667,69.2537,1090,171.386596679688,125.21,18998.2,142863,73.9884
"590","广安市","Guang'an","四川省",2008,5116,0,1074.404,37.4038,1283,183.726440429688,125.61,23212.1,209317,141.0929
"591","广安市","Guang'an","四川省",2009,5116,0,1169.967,95.0132,1594,205.957336425781,126.1,25178.5,217111,223.1937
"592","广安市","Guang'an","四川省",2010,5116,0,1912.629,198.5607,2322.30142566,234.173492431641,125.21,29216.1,245227,304.6182
"593","广安市","Guang'an","四川省",2011,5116,0,3418.209,129.3279,3039.939223,283.411041259766,125.6,34605.6,287631,288.5929
"594","广安市","Guang'an","四川省",2012,5116,0,2564.936,54.56967,3484.20153715,317.987213134766,125.8,39976.1,388022,186.9181
"595","广州市","Guangzhou","广东省",2007,4401,1,2752.546,708.1996,8439.06216407,195.651931762695,636.76,40561,4700000,1335.292
"596","广州市","Guangzhou","广东省",2008,4401,1,1374.711,320.9278,8781,211.304061889648,645.83,45702,5200000,685.1655
"597","广州市","Guangzhou","广东省",2009,4401,1,4683.227,1210.458,8988,234.758834838867,654.68,49518.1,5e+06,459.7695
"598","广州市","Guangzhou","广东省",2010,4401,1,6972.424,464.153,10614.64423855,255.887130737305,664.29,54494.1,5500000,1309.591
"599","广州市","Guangzhou","广东省",2011,4401,1,5822.709,311.8354,10925.84042,291.083129882812,671.3,57473.6,7900000,686.6871
"600","广州市","Guangzhou","广东省",2012,4401,1,2949.135,169.6214,12000.88399654,315.243011474609,678,67515,8300000,486.0471
"601","庆阳市","Qingyang","甘肃省",2007,6210,0,238.8943,29.7222,1652,185.605056762695,34.1,17452.1,28692,90.987
"602","庆阳市","Qingyang","甘肃省",2008,6210,0,291.3076,17.5056,1961,197.298187255859,34.51,22179.1,35117,1.859
"603","庆阳市","Qingyang","甘肃省",2009,6210,0,289.3981,62.5092,2195,211.306350708008,35.57,27233.2,75160,56.456
"604","庆阳市","Qingyang","甘肃省",2010,6210,0,956.6093,95.2617,3000,231.169158935547,35.81,28551.7,71776,37.195
